Segment>>,Consumer,Unnamed: 2,Unnamed: 3,Unnamed: 4,Consumer Total,Corporate,Unnamed: 7,Unnamed: 8,Unnamed: 9,Corporate Total,Home Office,Unnamed: 12,Unnamed: 13,Unnamed: 14,Home Office Total
CA-2014-102554,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,3.76,-0.4166777867028306
CA-2014-102610,,,,248.396,-0.09257764672093133,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-102736,,,,177.08,-0.10304713966651997,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-103009,,,,,-1.6689712624554668e-17,,,26.4,,-0.22524443265950408,,,,,8.449141758494671e-17
CA-2014-103065,,59.824,,,-0.12026082053516016,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-103212,1541.51,,,,0.09725700329928745,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-103499,,,,209.568,-0.09827776271301328,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-104318,,,,,-1.6689712624554668e-17,,,,20.768,-0.22657063121434282,,,,,8.449141758494671e-17
CA-2014-104731,,,,951.98,0.01071148509561819,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-104864,,,,,-1.6689712624554668e-17,,,552.856,,-0.1012768924630933,,,,,8.449141758494671e-17
CA-2014-105620,141,,,,-0.10834383753904281,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-106537,,,,20.736,-0.12599910563607958,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-107167,,,,,-1.6689712624554668e-17,,,,1347.52,0.08584708629798186,,,,,8.449141758494671e-17
CA-2014-107209,,,194.848,,-0.10043872149027315,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-107461,,,23.88,,-0.1255375530276757,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-108035,,,,491.888,-0.05683198268611065,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-108112,,,,559.2,-0.046950294016619036,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-108287,12.672,,,,-0.1271829352271002,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-108322,,,,,-1.6689712624554668e-17,,,,26.056,-0.22532543626441612,,,,,8.449141758494671e-17
CA-2014-109183,,,,649,-0.033767271041215755,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-109589,71,,,,-0.11862013607220796,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-110198,318.96,,,,-0.08221855058244182,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-110212,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,48.9,-0.3999038898022779
CA-2014-110310,,,,,-1.6689712624554668e-17,,,,68.967,-0.21522094297842795,,,,,8.449141758494671e-17
CA-2014-110926,,,,25.06,-0.12536432399525949,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-112774,34.504,,,,-0.12397790451887075,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-113481,,,,,-1.6689712624554668e-17,740.214,,,,-0.057158655808711656,,,,,8.449141758494671e-17
CA-2014-113558,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,729.648,-0.1469398497655607
CA-2014-113705,,,874.8,,-0.0006188680585201896,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-114055,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,819.28,,-0.11363285093989979
CA-2014-114412,,,,15.552,-0.12676013894459282,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-114636,,,,192.16,-0.10083333135394669,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-115070,,,,,-1.6689712624554668e-17,,,16.739,,-0.22751936238931536,,,,,8.449141758494671e-17
CA-2014-115448,88.92,,,,-0.11598940364771769,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-115882,,,,,-1.6689712624554668e-17,1017.136,,,,0.008049717096660225,,,,,8.449141758494671e-17
CA-2014-116113,,,,,-1.6689712624554668e-17,,,10.16,,-0.22906855633325787,,,,,8.449141758494671e-17
CA-2014-116855,,,,504.9,-0.05492176559306001,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-116939,,,,177.55,-0.10297814166208302,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-117079,,,,863.88,-0.0022219706296939465,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-117198,,,,659.9,-0.03216710455533719,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-117695,,,,,-1.6689712624554668e-17,13.76,,,,-0.22822084418882968,,,,,8.449141758494671e-17
CA-2014-118402,,,,243.92,-0.09323474260999487,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-119004,,,,105.408,-0.11356889493036301,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-119284,,,,,-1.6689712624554668e-17,,,,2942.784,0.46149282695605603,,,,,8.449141758494671e-17
CA-2014-119305,,,,173.8,-0.10352865765493115,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-119669,,,,5.67,-0.12821085868894624,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-120705,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,147.184,-0.3633818321378137
CA-2014-120894,,,,28.08,-0.12492097511568578,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-121314,251.64,,,,-0.0921014136860515,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-121419,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,771.8,,,,-0.13127628525177928
CA-2014-121804,,,,72.8,-0.11835588839564086,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-121818,52.696,,,,-0.12130724133436588,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-122056,,,,181.86,-0.10234541528096956,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-122154,284.19,,,,-0.0873229348681297,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-122693,,,,,-1.6689712624554668e-17,,,1245.86,,0.06190863724171291,,,,,8.449141758494671e-17
CA-2014-122707,,,,,-1.6689712624554668e-17,503.22,,,,-0.11296495912999241,,,,,8.449141758494671e-17
CA-2014-122987,,80.564,,,-0.11721610008404809,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-122994,359.97,,,,-0.07619810768465464,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-123239,,,91.032,,-0.11567935304054561,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-123351,,,,80.48,-0.11722843164228788,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-123687,,,,,-1.6689712624554668e-17,234.2,,,,-0.17631260387834446,,,,,8.449141758494671e-17
CA-2014-124296,,,,712.85,-0.024393818736321543,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-124597,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,32.088,-0.40615118166519537
CA-2014-124765,,,,723.92,-0.022768695525433865,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-124828,,,,,-1.6689712624554668e-17,9.552,,,,-0.22921172549542795,,,,,8.449141758494671e-17
CA-2014-124898,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,184.66,-0.3494558560579486
CA-2014-125472,253.86,,,,-0.09177550821828541,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-125745,,,,,-1.6689712624554668e-17,,,,19.52,-0.2268645047577446,,,,,8.449141758494671e-17
CA-2014-125752,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,41.424,-0.4026819503523119
CA-2014-126046,,,,,-1.6689712624554668e-17,,,,12.39,-0.22854344575490373,,,,,8.449141758494671e-17
CA-2014-126354,,,,119.178,-0.11154740020462467,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-126382,,,,,-1.6689712624554668e-17,,,,35.168,-0.22317978263663013,,,,,8.449141758494671e-17
CA-2014-126774,4.89,,,,-0.12832536601545866,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-126914,,,,776.08,-0.015111385075578222,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-127306,,,,175.086,-0.10333986737045042,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-127516,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,64.784,-0.39400144012641664
CA-2014-127726,,,209.88,,-0.09823195978240831,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-127803,,,,,-1.6689712624554668e-17,,,,26.16,-0.22530094680246598,,,,,8.449141758494671e-17
CA-2014-128300,,,,,-1.6689712624554668e-17,,,406.94,,-0.1356365494815326,,,,,8.449141758494671e-17
CA-2014-128363,,,,2382.926,0.22078046053616865,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-128475,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,71.98,-0.3913274267879945
CA-2014-128629,,,18.84,,-0.12627744652206357,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-128699,,,47.992,,-0.1219978085957946,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-128755,,,,629.86,-0.03657710466871262,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-128769,,,,,-1.6689712624554668e-17,,,,81.568,-0.21225371499733367,,,,,8.449141758494671e-17
CA-2014-129021,,,4590.344,,0.5448388370430592,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-129028,,,,,-1.6689712624554668e-17,127.95,,,,-0.20133188591875933,,,,,8.449141758494671e-17
CA-2014-129462,,,740.59,,-0.020321468431892954,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-129490,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,419.136,-0.2623252346655254
CA-2014-129910,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,59.76,-0.3958683443804791
CA-2014-130309,,,,544.38,-0.04912593322035486,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-130834,,,16.272,,-0.126654439873966,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-130904,,,,22.744,-0.1257043226724425,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-132185,,,,52.344,-0.12135891643556122,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-132213,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,109.968,,,,-0.37721119294975364
CA-2014-133095,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,117.62,,,-0.374367731295278
CA-2014-133235,271.96,,,,-0.08911835102613841,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-133263,,,,,-1.6689712624554668e-17,,,3098.61,,0.4981860471276296,,,,,8.449141758494671e-17
CA-2014-133501,,,,5.184,-0.12828220556161934,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-133641,,,,48.69,-0.12189533921899244,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-133928,,,,4.572,-0.12837204977165217,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-134096,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,399.53,-0.26961076906145437
CA-2014-134495,,,,,-1.6689712624554668e-17,,,269.4,,-0.16802386291060234,,,,,8.449141758494671e-17
CA-2014-134649,,,,,-1.6689712624554668e-17,,,22.63,,-0.22613217565519694,,,,,8.449141758494671e-17
CA-2014-134810,,,,,-1.6689712624554668e-17,272.232,,,,-0.16735699602365217,,,,,8.449141758494671e-17
CA-2014-135587,,,,372.64,-0.07433809765015176,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-136826,,,,,-1.6689712624554668e-17,,,,14.016,-0.22816056243633703,,,,,8.449141758494671e-17
CA-2014-137631,,,,751.984,-0.018648780639223185,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-138779,29.664,,,,-0.12468843716030674,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-138975,,,,2361.52,0.21763796844472674,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-139353,,,273.088,,-0.08895275581548971,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-139493,,,,15.92,-0.12670611497516135,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-139619,,,,,-1.6689712624554668e-17,,,,95.616,-0.2089457538292984,,,,,8.449141758494671e-17
CA-2014-139787,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,35.4,-0.40492045179070196
CA-2014-139948,,,,7.904,-0.1278828979614735,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-140088,,,301.96,,-0.08471422308335336,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-140627,,,,303.32,-0.08451456928328044,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-140872,,,,1111.698,0.034158768654476354,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-141446,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,18,,-0.41138624279800406
CA-2014-141614,,,,,-1.6689712624554668e-17,,,,20.736,-0.22657816643340442,,,,,8.449141758494671e-17
CA-2014-142090,,,,2165.658,0.18888459154040116,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-142671,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,11.52,,-0.4137941925524476
CA-2014-143567,,,,,-1.6689712624554668e-17,,,3291.07,,0.5435056802711425,,,,,8.449141758494671e-17
CA-2014-143756,701.96,,,,-0.02599251717955252,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-143861,,,,17.088,-0.12653464759392224,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-144365,,,,11.68,-0.12732856505774162,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-144456,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,220.056,,,,-0.33630280212148506
CA-2014-144498,,817.829,,,-0.008982453826133784,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-144694,,,253.824,,-0.09178079317181674,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-145275,,,,14.94,-0.12684998315462565,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-145310,,,7.824,,-0.12789464230265427,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-145702,,,,,-1.6689712624554668e-17,,,342.24,,-0.15087182052167228,,,,,8.449141758494671e-17
CA-2014-145737,,,,163.96,-0.10497321162016464,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-146136,,,,24.448,-0.12545416820529232,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-146192,,,,675.06,-0.02994155190158314,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-146458,,,22.96,,-0.12567261295125443,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-146535,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,1446.84,0.11956667805679538
CA-2014-146983,,,,1577.94,0.10260508266447613,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-147228,,,,458.984,-0.06166243021375731,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-147333,,,,,-1.6689712624554668e-17,,,,204.55,-0.1832944552900932,,,,,8.449141758494671e-17
CA-2014-147361,,,,,-1.6689712624554668e-17,,,,685.26,-0.07009898169340775,,,,,8.449141758494671e-17
CA-2014-147760,,,,,-1.6689712624554668e-17,1883.724,,,,0.21211004260102762,,,,,8.449141758494671e-17
CA-2014-148166,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,17.856,-0.41143975279254724
CA-2014-148404,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,1027.21,-0.03636664840263985
CA-2014-148474,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,544.14,-0.21587410023582482
CA-2014-148810,,,,,-1.6689712624554668e-17,,,,287.424,-0.1637796507741653,,,,,8.449141758494671e-17
CA-2014-148922,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,684.78,,-0.16361267223197626
CA-2014-148999,,,,419.136,-0.06751228655589393,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-149146,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,7.968,,,-0.4151141057511796
CA-2014-149853,,,,33.472,-0.12412940652010256,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-150910,,,,1090.348,0.031024497601860965,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-150931,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,33.74,-0.40553730311668595
CA-2014-151211,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,201.09,-0.34335051431944436
CA-2014-151218,4.464,,,,-0.12838790463224617,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-151855,,,,,-1.6689712624554668e-17,,,,39.252,-0.22221810030389552,,,,,8.449141758494671e-17
CA-2014-152786,,,,40.41,-0.12311087853120113,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-152968,,,,23.08,-0.1256549964394833,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-153339,,,,,-1.6689712624554668e-17,,,15.992,,-0.22769526265928422,,,,,8.449141758494671e-17
CA-2014-153654,,,,,-1.6689712624554668e-17,,,19.008,,-0.22698506826272993,,,,,8.449141758494671e-17
CA-2014-154088,,,,26.72,-0.1251206289157587,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-154123,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,27.58,-0.40782634177214466
CA-2014-154816,,,,,-1.6689712624554668e-17,,,,5.78,-0.23009993944231213,,,,,8.449141758494671e-17
CA-2014-155089,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,45.66,-0.40110786467949966
CA-2014-155159,,,48.87,,-0.12186891445133574,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-155292,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,204.98,,,,-0.3419050012724096
CA-2014-155698,,,,,-1.6689712624554668e-17,668.54,,,,-0.07403613365308527,,,,,8.449141758494671e-17
CA-2014-155705,,,866.4,,-0.0018520238825000038,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-155824,,,,,-1.6689712624554668e-17,,,,61.876,-0.21689070042735578,,,,,8.449141758494671e-17
CA-2014-156272,,,,,-1.6689712624554668e-17,,,,64.384,-0.21630012763340414,,,,,8.449141758494671e-17
CA-2014-156769,54.66,,,,-0.12101891775837822,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-157854,,,,,-1.6689712624554668e-17,,,,2747.25,0.4154493418314397,,,,,8.449141758494671e-17
CA-2014-157931,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,830.24,,-0.10956014579966812
CA-2014-158386,,,,124.75,-0.11072940684138473,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-158407,,,,,-1.6689712624554668e-17,,,,103.968,-0.20697906165422505,,,,,8.449141758494671e-17
CA-2014-158561,,,,,-1.6689712624554668e-17,,,1158.12,,0.0412480084772329,,,,,8.449141758494671e-17
CA-2014-158729,1665.62,,,,0.11547688059858924,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-158743,,,,199.17,-0.09980423345798259,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-158883,,25.344,,,-0.12532263158406778,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-158967,19.104,,,,-0.12623869019616707,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-159100,,,,,-1.6689712624554668e-17,,,,1893.786,0.2144793980447044,,,,,8.449141758494671e-17
CA-2014-159135,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,4.3,-0.41647712422329364
CA-2014-159464,,,,,-1.6689712624554668e-17,524.85,,,,-0.10787162199555314,,,,,8.449141758494671e-17
CA-2014-159667,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,691.144,-0.16124782775091473
CA-2014-159954,,,,2.78,-0.12863512301410118,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-160017,,,,,-1.6689712624554668e-17,,,,10.368,-0.22901957740935755,,,,,8.449141758494671e-17
CA-2014-160423,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,383.992,-0.2753846461115383
CA-2014-160458,,,25.92,,-0.1252380723275663,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-160724,,,,,-1.6689712624554668e-17,,,,34.5,-0.2233370803345407,,,,,8.449141758494671e-17
CA-2014-160899,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,477.51,,-0.24063362062757987
CA-2014-161046,,,,,-1.6689712624554668e-17,,839.25,,,-0.033838094715492595,,,,,8.449141758494671e-17
CA-2014-161053,726.91,,,,-0.02232975077380295,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-161088,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,29.84,-0.40698653213556407
CA-2014-161130,,,,,-1.6689712624554668e-17,,,,361.376,-0.1463657595228452,,,,,8.449141758494671e-17
CA-2014-161200,,,161.14,,-0.10538719964678644,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-161592,,,,,-1.6689712624554668e-17,,,,8.1,-0.22955363606034732,,,,,8.449141758494671e-17
CA-2014-161851,,,,,-1.6689712624554668e-17,15.57,,,,-0.22779463336065883,,,,,8.449141758494671e-17
CA-2014-161970,,,,30.9,-0.12450698708906399,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-162033,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,57.01,-0.39689023663738027
CA-2014-162173,,,,608.43,-0.03972312006250876,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-162635,10.816,,,,-0.12745540394249383,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-163321,,,79.992,,-0.11730007212349053,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-163335,79,,,,-0.11744570195413194,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-163510,,,400.39,,-0.07026427930307556,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-163629,,,,,-1.6689712624554668e-17,,,,286.09,-0.16409377521879506,,,,,8.449141758494671e-17
CA-2014-164756,,,,,-1.6689712624554668e-17,,,,997.83,0.0035036252465684837,,,,,8.449141758494671e-17
CA-2014-164917,,,,,-1.6689712624554668e-17,,,,47.96,-0.22016757881676202,,,,,8.449141758494671e-17
CA-2014-165029,,,,,-1.6689712624554668e-17,,,,12.84,-0.22843748173685022,,,,,8.449141758494671e-17
CA-2014-165204,,,728.968,,-0.022027627596927897,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-165687,,,,35.04,-0.12389921743295966,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-165715,,,,32.776,-0.12423158228837518,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-165904,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,235.44,-0.33058615103778766
CA-2014-167871,,,,47.328,-0.1220952866275949,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-167941,,,831.368,,-0.00699487088555487,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-168102,,,,,-1.6689712624554668e-17,,,,113.568,-0.2047184959357499,,,,,8.449141758494671e-17
CA-2014-168389,,,,,-1.6689712624554668e-17,,,,873.811,-0.025699822653386443,,,,,8.449141758494671e-17
CA-2014-169005,,,,5.56,-0.12822700715806978,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
CA-2014-169012,,,,,-1.6689712624554668e-17,,,,41.91,-0.22159220617059272,,,,,8.449141758494671e-17
US-2011-102715,,,737.2,,-0.020819134889427663,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-107405,,,,,-1.6689712624554668e-17,,,,16.272,-0.22762932949249534,,,,,8.449141758494671e-17
US-2011-109162,,,,,-1.6689712624554668e-17,,,,170.352,-0.1913472497109695,,,,,8.449141758494671e-17
US-2011-114377,,149.9,,,-0.10703727958268325,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-115196,,,,1299.99,0.06180083727457251,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-117135,,,425.67,,-0.06655306748995535,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-117170,,,,52.608,-0.12132016010966473,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-118997,,,,,-1.6689712624554668e-17,,,,1215.92,0.05485849790721863,,,,,8.449141758494671e-17
US-2011-125521,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,1139.92,0.00551607024293591
US-2011-130358,23.12,,,,-0.1256491242688929,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-138835,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,9.64,-0.41449279525898364
US-2011-143581,,,,,-1.6689712624554668e-17,,,,344.91,-0.15024310068122138,,,,,8.449141758494671e-17
US-2011-147627,,,,1859.4,0.1439246110236856,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-147774,,,,,-1.6689712624554668e-17,,,,67.194,-0.21563844120955883,,,,,8.449141758494671e-17
US-2011-150574,,,,252.612,-0.09195871994070527,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-155502,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,944.61,-0.06706057582810837
US-2011-155544,,,,310.528,-0.08345640414289394,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-155817,,,,,-1.6689712624554668e-17,,,,,-2.6770475832846935e-17,,,,67.76,-0.3928955669058574
US-2011-156216,,,,,-1.6689712624554668e-17,,,,18.648,-0.22706983947717274,,,,,8.449141758494671e-17
US-2011-156559,,,,638.82,-0.035261738456467476,,,,,-2.6770475832846935e-17,,,,,8.449141758494671e-17
US-2011-157231,,,,,-1.6689712624554668e-17,,,,115.36,-0.2042965236683012,,,,,8.449141758494671e-17
